City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Nyurba,RU,63.2842,118.3319,31.03,87,100,10.07,overcast clouds
345,Arman,RU,59.7,150.1667,32.95,82,83,5.12,broken clouds
346,Ponta Delgada,PT,37.7333,-25.6667,65.12,77,20,8.05,few clouds
347,Payakumbuh,ID,-0.2202,100.6308,70.77,95,100,3.38,overcast clouds
348,Ancud,CL,-41.8697,-73.8203,54.18,74,19,7.45,few clouds
349,Hetauda,NP,27.4284,85.0322,74.55,68,79,5.86,broken clouds
350,Gazanjyk,TM,39.2446,55.5154,65.23,76,100,15.46,light rain
351,Sao Felix Do Xingu,BR,-6.6447,-51.995,87.6,57,71,4.29,broken clouds
352,Koutsouras,GR,35.0339,25.9469,67.1,71,84,8.21,broken clouds
353,Odweyne,SO,9.4092,45.064,82.96,38,100,8.9,overcast clouds
354,Shimoda,JP,34.6667,138.95,57.11,87,100,4.5,light rain
355,Conceicao Do Araguaia,BR,-8.2578,-49.2647,87.91,50,6,4.9,clear sky
356,Namatanai,PG,-3.6667,152.4333,80.49,82,100,11.23,overcast clouds
357,Farafangana,MG,-22.8167,47.8333,74.43,91,13,9.08,few clouds
358,Morant Bay,JM,17.8815,-76.4093,87.71,66,3,10.65,clear sky
359,Northam,GB,51.0333,-4.2167,59.4,81,89,5.59,overcast clouds
360,Hudson Bay,CA,52.85,-102.3842,56.59,45,100,12.84,overcast clouds
361,Mackay,AU,-21.15,149.2,70.68,85,100,13.51,overcast clouds
362,Panama City,PA,8.9936,-79.5197,89.55,69,20,12.66,few clouds
363,Morro Bay,US,35.3658,-120.8499,69.58,43,0,18.86,clear sky
364,Tessalit,ML,20.1986,1.0114,86.97,6,0,9.71,clear sky
365,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,73,20,14.97,few clouds
366,Egvekinot,RU,66.3167,-179.1667,25.54,95,100,1.39,light snow
367,Biltine,TD,14.5333,20.9167,92.8,10,4,6.04,clear sky
368,Bergen,NO,60.392,5.328,49.15,70,0,4.61,clear sky
369,Nouadhibou,MR,20.931,-17.0347,66.18,88,20,16.11,few clouds
370,Beya,RU,53.0533,90.9139,37.78,38,100,3.65,overcast clouds
371,Harare,ZW,-17.8294,31.0539,66.36,51,99,1.03,overcast clouds
372,Vershino-Darasunskiy,RU,52.35,115.5167,50.88,35,100,8.39,overcast clouds
373,Saravan,AM,39.7196,45.6483,41.13,94,99,1.23,overcast clouds
374,El Dorado,US,38.7666,-120.5177,51.93,63,41,1.99,light rain
375,Strzegom,PL,50.9626,16.3501,61.32,87,76,3.47,broken clouds
376,Hirara,JP,24.8,125.2833,77.36,85,98,4.61,overcast clouds
377,Taft,IR,31.7471,54.2088,71.55,13,0,13.8,clear sky
378,Stromness,GB,58.965,-3.296,51.87,84,100,8.99,overcast clouds
379,Herat,AF,34.5,62.0,74.84,38,100,14.25,overcast clouds
380,Khorramshahr,IR,30.4397,48.1664,78.76,29,0,4.61,clear sky
381,Beaverlodge,CA,55.2166,-119.4361,36.75,71,100,19.66,overcast clouds
382,Sobolevo,RU,54.4299,31.8996,46.63,88,100,9.13,overcast clouds
383,Esmeraldas,BR,-19.7625,-44.3139,79.66,51,79,4.9,broken clouds
384,Port Hedland,AU,-20.3167,118.5667,69.85,43,63,8.05,broken clouds
385,Zhezkazgan,KZ,47.8043,67.7144,55.8,30,97,17.0,overcast clouds
386,San Vicente,AR,-26.6167,-54.1333,72.03,39,1,2.73,clear sky
387,Abu Samrah,SY,35.3029,37.1841,63.68,49,0,8.41,clear sky
388,Boyolangu,ID,-8.1181,111.8935,77.14,91,97,1.79,overcast clouds
389,Vao,NC,-22.6667,167.4833,74.19,61,88,18.25,overcast clouds
390,Zyryanka,RU,65.75,150.85,29.1,82,17,12.97,few clouds
391,Xapuri,BR,-10.6517,-68.5044,91.13,42,17,0.96,few clouds
392,Manokwari,ID,-0.8667,134.0833,80.51,79,100,4.16,overcast clouds
393,Abbeville,FR,50.1,1.8333,60.49,76,71,10.22,broken clouds
394,Sandwick,GB,60.0,-1.25,48.02,87,20,14.97,few clouds
395,Dakoro,NE,14.5106,6.765,96.17,22,75,10.98,broken clouds
396,Hoquiam,US,46.9809,-123.8893,52.93,66,20,11.5,few clouds
397,Broken Hill,AU,-31.95,141.4333,49.71,73,0,8.23,clear sky
398,Ambon,ID,-3.6954,128.1814,77.14,94,40,4.61,scattered clouds
399,Sisimiut,GL,66.9395,-53.6735,36.01,56,0,11.54,clear sky
400,Porto Novo,BJ,6.4965,2.6036,84.02,80,5,11.45,clear sky
401,Cukai,MY,4.25,103.4167,78.75,90,100,4.61,overcast clouds
402,Tarija,BO,-21.5355,-64.7296,66.11,52,40,11.5,scattered clouds
403,Darhan,MN,49.4867,105.9228,38.7,90,100,20.36,moderate rain
404,Mackenzie,CA,55.2999,-123.1698,43.02,70,75,5.75,broken clouds
405,Puerto Escondido,MX,15.85,-97.0667,88.63,70,0,6.91,clear sky
406,Plavinas,LV,56.6178,25.7255,40.6,47,0,8.93,clear sky
407,Dahuk,IQ,36.8695,42.994,58.91,57,6,2.57,clear sky
408,Armizonskoye,RU,55.9461,67.6736,51.87,42,16,4.99,few clouds
409,Touros,BR,-5.1989,-35.4608,80.31,81,100,13.38,overcast clouds
410,Olinda,BR,-8.0089,-34.8553,80.33,78,75,14.97,broken clouds
411,Narasannapeta,IN,18.4167,84.05,81.05,81,83,6.69,broken clouds
412,Mehamn,NO,71.0357,27.8492,31.95,80,75,17.27,broken clouds
413,Isangel,VU,-19.55,169.2667,73.2,75,22,12.1,few clouds
414,Vysokogornyy,RU,50.1167,139.15,29.98,90,100,8.01,overcast clouds
415,Chegutu,ZW,-18.1302,30.1407,62.76,66,3,3.98,clear sky
416,Bonavista,CA,48.6499,-53.1147,35.11,67,6,12.28,clear sky
417,Sembakung,ID,3.8167,117.25,74.48,99,100,2.33,overcast clouds
418,Kinkala,CG,-4.3614,14.7644,74.21,89,62,1.05,light rain
419,Vostok,RU,46.4856,135.8833,30.63,89,93,5.82,overcast clouds
420,Belyy Yar,RU,53.6039,91.3903,31.86,46,0,2.24,clear sky
421,Korla,CN,41.7597,86.1469,68.29,44,0,11.32,clear sky
422,Biak,ID,-0.9131,122.8766,77.32,87,100,6.29,overcast clouds
423,Lorengau,PG,-2.0226,147.2712,83.68,72,80,14.36,broken clouds
424,Deputatskiy,RU,69.3,139.9,14.32,98,100,4.05,overcast clouds
425,Kodinsk,RU,58.6881,99.1844,26.82,80,100,7.2,overcast clouds
426,Arnprior,CA,45.4334,-76.3494,69.66,39,0,8.12,clear sky
427,Bandarban,BD,22.1965,92.2262,74.57,96,89,2.71,overcast clouds
428,Alofi,NU,-19.0595,-169.9187,78.69,89,90,12.66,overcast clouds
429,Novyy Urgal,RU,51.0736,132.5642,32.32,79,0,0.56,clear sky
430,Songjianghe,CN,42.1859,127.479,34.97,57,0,4.23,clear sky
431,Chilca,PE,-12.5211,-76.7372,68.18,81,18,7.49,few clouds
432,Kismayo,SO,-0.3582,42.5454,80.87,83,100,14.72,overcast clouds
433,Aklavik,CA,68.2191,-135.0107,46.4,53,40,8.05,scattered clouds
434,Iranshahr,IR,27.2025,60.6848,91.74,16,0,6.91,clear sky
435,Ulaanbaatar,MN,47.9077,106.8832,51.93,71,75,2.24,broken clouds
436,Ust-Ilimsk,RU,58.0006,102.6619,27.43,71,16,9.37,few clouds
437,Edd,ER,13.9297,41.6925,84.38,73,100,3.0,overcast clouds
438,Bubaque,GW,11.2833,-15.8333,77.72,71,14,11.12,few clouds
439,Margate,GB,51.3813,1.3862,50.11,77,4,4.0,clear sky
440,Aksu,CN,41.1231,80.2644,74.05,27,0,5.73,clear sky
441,Santiago De Chuco,PE,-8.15,-78.1833,64.76,48,100,1.9,light rain
442,Bambous Virieux,MU,-20.3428,57.7575,75.45,83,40,4.61,scattered clouds
443,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,71,57,14.56,broken clouds
444,Tianpeng,CN,30.9866,103.9393,66.67,95,100,14.09,moderate rain
445,Sinnamary,GF,5.3833,-52.95,82.51,73,21,10.29,few clouds
446,Alamosa,US,37.4695,-105.87,71.58,12,0,23.02,clear sky
447,Manzhouli,CN,49.6,117.4333,51.33,23,99,10.67,overcast clouds
448,Klaksvik,FO,62.2266,-6.589,49.12,97,100,21.68,light rain
449,Durango,MX,24.8333,-104.8333,86.49,7,62,5.41,broken clouds
450,Geraldton,AU,-28.7667,114.6,55.81,94,0,4.61,clear sky
451,Grindavik,IS,63.8424,-22.4338,53.55,93,75,18.41,broken clouds
452,Makeni,SL,8.8833,-12.05,78.55,80,100,4.21,overcast clouds
453,Codrington,AU,-38.2667,141.9667,46.44,91,27,5.21,scattered clouds
454,Honiara,SB,-9.4333,159.95,77.43,89,100,7.7,overcast clouds
455,Port Arthur,CN,38.8,121.2667,51.91,83,100,7.56,overcast clouds
456,Faanui,PF,-16.4833,-151.75,81.36,76,0,9.71,moderate rain
457,Hualmay,PE,-11.0964,-77.6139,70.16,75,94,10.56,overcast clouds
458,Amapa,BR,1.0,-52.0,78.28,96,71,3.78,broken clouds
459,Rhyl,GB,53.3196,-3.4886,63.01,86,100,3.98,overcast clouds
460,Lavrentiya,RU,65.5833,-171.0,31.19,91,100,5.53,overcast clouds
461,Chapais,CA,49.7834,-74.8492,58.78,39,13,4.21,few clouds
462,Hella,NO,67.2,14.4333,37.54,90,75,14.97,light rain
463,Hasaki,JP,35.7333,140.8333,59.4,54,100,13.42,moderate rain
464,Sobrance,SK,48.7445,22.1814,63.73,75,29,6.4,scattered clouds
465,Udachnyy,RU,66.4167,112.4,9.9,94,100,9.84,overcast clouds
466,Valdivia,CL,-39.8142,-73.2459,66.29,79,86,1.14,overcast clouds
467,Yumen,CN,40.2833,97.2,58.87,42,45,1.43,scattered clouds
468,Muisne,EC,0.6,-80.0333,80.31,81,94,10.16,overcast clouds
469,Korsakov,RU,46.6328,142.7813,37.24,86,100,11.7,overcast clouds
470,Faya,SA,18.3851,42.4509,68.11,57,1,1.86,clear sky
471,Bilozerka,UA,46.6248,32.4425,52.3,60,6,7.34,clear sky
472,Matara,LK,5.9485,80.5353,81.7,85,98,13.56,overcast clouds
473,Plettenberg Bay,ZA,-34.0527,23.3716,56.59,73,53,4.79,broken clouds
474,Villa Carlos Paz,AR,-31.4241,-64.4978,73.38,34,100,8.01,overcast clouds
475,Flinders,AU,-34.5833,150.8552,57.18,88,97,3.0,light rain
476,La Primavera,CO,5.4906,-70.4092,83.61,69,49,4.81,light rain
477,Logan,US,41.7355,-111.8344,59.2,41,0,14.0,clear sky
478,Creel,MX,27.75,-107.6333,75.85,9,0,19.39,clear sky
479,Punta Alta,AR,-38.8759,-62.0736,73.78,38,0,13.62,clear sky
480,Znamenskoye,RU,57.1281,73.8282,47.1,81,71,3.62,broken clouds
481,Collie,AU,-33.3667,116.15,51.22,97,1,0.92,clear sky
482,Tres Arroyos,AR,-38.3739,-60.2798,75.34,45,4,16.06,clear sky
483,Tarnos,FR,43.5417,-1.4628,64.67,88,0,4.61,clear sky
484,Morehead,US,37.2711,-87.1764,71.78,55,40,4.61,scattered clouds
485,Araouane,ML,18.9048,-3.5265,90.0,6,0,11.59,clear sky
486,Plastun,RU,44.7561,136.2939,41.04,63,45,6.96,scattered clouds
487,Jaisalmer,IN,26.9147,70.9181,90.25,30,0,20.89,clear sky
488,Brownsville,US,25.9018,-97.4975,92.08,66,75,20.71,broken clouds
489,Xuddur,SO,4.1213,43.8894,80.53,64,43,9.37,scattered clouds
490,Caxhuacan,MX,20.0667,-97.6,99.25,30,27,6.96,scattered clouds
491,Kayerkan,RU,69.3497,87.7602,4.39,92,41,7.34,scattered clouds
492,Kimbe,PG,-5.5502,150.1429,76.51,92,100,3.42,overcast clouds
493,Ongole,IN,15.5,80.05,85.17,71,100,9.78,overcast clouds
494,Chaman,PK,30.9236,66.4512,79.09,12,0,1.81,clear sky
495,Cairns,AU,-16.9167,145.7667,76.06,93,75,10.36,light rain
496,Malmo,SE,55.6059,13.0007,55.27,56,22,3.0,few clouds
497,Qena,EG,26.1615,32.7183,88.02,13,53,7.83,broken clouds
498,Port Blair,IN,11.6667,92.75,82.44,83,75,8.05,mist
499,Pangai,TO,-19.8,-174.35,75.31,78,20,3.44,few clouds
500,Mocoa,CO,1.1493,-76.6466,77.52,88,84,2.8,broken clouds
501,Vila,PT,42.0304,-8.1588,66.7,44,19,3.13,few clouds
502,Gatton,AU,-27.55,152.2833,62.64,94,100,4.99,light rain
503,Santa Rosa,PH,14.3122,121.1114,83.1,77,60,8.95,broken clouds
504,Yeppoon,AU,-23.1333,150.7333,67.78,89,100,11.25,moderate rain
505,Yatou,CN,37.15,122.3833,44.47,93,58,7.09,broken clouds
506,Ayia Galini,GR,35.1,24.6833,65.75,73,44,5.82,scattered clouds
507,Karratha,AU,-20.7377,116.8463,77.05,39,100,10.13,overcast clouds
508,Saint-Augustin,CA,51.226,-58.6502,47.14,41,83,12.08,broken clouds
509,Talara,PE,-4.5772,-81.2719,79.56,53,0,21.85,clear sky
510,Aksarka,RU,66.5606,67.7975,35.87,100,100,9.44,overcast clouds
511,Portland,US,45.5234,-122.6762,48.74,81,100,5.75,light rain
512,Vega De Alatorre,MX,20.0333,-96.6333,89.4,62,14,9.66,few clouds
513,Tutoia,BR,-2.7619,-42.2744,80.13,86,100,6.82,overcast clouds
514,Tzucacab,MX,20.0667,-89.05,103.89,26,0,4.63,clear sky
515,Takoradi,GH,4.8845,-1.7554,81.52,80,100,10.87,overcast clouds
516,Taoudenni,ML,22.6783,-3.9836,90.86,6,62,11.23,broken clouds
517,Sayhat,SA,26.4852,50.0405,79.0,36,0,16.06,clear sky
518,Mogadishu,SO,2.0371,45.3438,82.53,85,77,20.49,broken clouds
519,Ust-Tsilma,RU,65.441,52.1498,44.19,95,100,3.74,light rain
520,Karaman,TR,37.0833,33.25,49.87,60,100,8.72,overcast clouds
521,Grand Gaube,MU,-20.0064,57.6608,75.6,79,2,3.0,clear sky
522,Sechura,PE,-5.5569,-80.8222,78.64,58,90,16.08,overcast clouds
523,Ipanguacu,BR,-5.4983,-36.855,86.86,54,100,6.6,overcast clouds
524,Minggang,CN,32.4586,114.0486,58.8,35,100,12.5,overcast clouds
525,Padong,PH,18.0522,120.7567,77.94,83,23,4.54,few clouds
526,Palu,ID,-0.8917,119.8707,77.85,97,100,2.37,overcast clouds
527,Kahului,US,20.8947,-156.47,82.42,51,40,11.01,scattered clouds
528,Green River,US,41.5286,-109.4662,58.98,35,97,3.0,overcast clouds
529,Nanyang,CN,32.9947,112.5328,57.13,44,100,18.34,overcast clouds
530,San Jacinto,US,33.7839,-116.9586,71.92,62,64,5.99,broken clouds
531,Gushikawa,JP,26.3544,127.8686,75.2,96,75,5.75,broken clouds
532,Cap Malheureux,MU,-19.9842,57.6142,73.47,79,1,3.0,clear sky
533,Vilyuysk,RU,63.7553,121.6247,30.6,89,49,9.69,scattered clouds
534,Caceres,ES,39.522,-6.3748,73.26,35,13,1.03,few clouds
535,Saint-Georges,GD,12.0564,-61.7485,85.68,70,75,23.02,broken clouds
536,Guangyuan,CN,32.442,105.823,62.96,77,100,7.31,moderate rain
537,Evensk,RU,61.95,159.2333,29.26,91,91,1.23,overcast clouds
538,Berbera,SO,10.4396,45.0143,85.21,72,51,5.82,broken clouds
539,Kasamwa,TZ,-2.85,32.4333,69.04,73,100,3.18,overcast clouds
540,Opopeo,MX,19.4,-101.6,86.88,19,100,4.85,overcast clouds
541,Uvarovo,RU,51.9849,42.2615,50.09,51,6,2.95,clear sky
542,Fort Nelson,CA,58.8053,-122.7002,33.39,86,100,16.11,light snow
543,Bentiu,SS,9.2333,29.8333,85.73,47,82,10.83,broken clouds
544,Aldan,RU,58.6031,125.3894,32.67,98,100,4.25,snow
545,Birao,CF,10.2849,22.7882,90.28,20,100,4.7,overcast clouds
546,Gilgit,PK,35.9221,74.3087,73.33,30,0,4.12,clear sky
547,Solnechnyy,RU,50.7214,136.6319,37.53,75,97,8.28,overcast clouds
548,Twentynine Palms,US,34.1356,-116.0542,81.05,24,1,1.01,clear sky
549,Mutum,BR,-19.8,-41.4383,82.08,48,35,0.47,scattered clouds
550,Lethem,GY,3.3803,-59.7968,79.39,82,100,4.16,overcast clouds
551,Kerema,PG,-7.9631,145.7785,79.57,88,100,1.59,overcast clouds
552,Saint-Andre-Avellin,CA,45.7168,-75.066,66.92,30,0,7.99,clear sky
553,Cardston,CA,49.2,-113.3019,48.49,31,73,13.8,broken clouds
554,Mezhdurechensk,RU,53.6942,88.0603,33.19,57,26,1.83,scattered clouds
555,Viedma,AR,-40.8135,-62.9967,72.61,35,100,20.94,overcast clouds
556,Kharovsk,RU,59.9642,40.1912,40.64,95,100,5.7,overcast clouds
557,Hoctun,MX,20.8667,-89.2,102.16,25,0,5.1,clear sky
558,Wexford,IE,52.3342,-6.4575,56.21,88,91,9.51,overcast clouds
559,Husavik,IS,66.0449,-17.3389,41.95,90,100,2.51,overcast clouds
560,Koupela,BF,12.1794,-0.3517,99.72,22,8,4.14,clear sky
561,Passo De Camaragibe,BR,-9.2368,-35.4901,81.95,88,32,7.18,scattered clouds
562,Ejea De Los Caballeros,ES,42.1263,-1.1372,70.02,56,100,12.33,overcast clouds
563,Tucuma,BR,-0.1833,-50.05,76.86,93,100,8.23,overcast clouds
564,Snasa,NO,64.2457,12.3778,39.02,89,100,6.53,light rain
565,Estelle,US,29.8458,-90.1067,89.01,59,100,6.91,overcast clouds
566,Alyangula,AU,-13.8483,136.4192,78.67,83,5,9.42,clear sky
567,Marsh Harbour,BS,26.5412,-77.0636,79.32,73,0,11.52,clear sky
568,Treinta Y Tres,UY,-33.2333,-54.3833,70.27,57,0,5.79,clear sky
569,Okhotsk,RU,59.3833,143.3,32.74,88,14,3.78,few clouds
570,Awbari,LY,26.5921,12.7805,75.18,16,0,8.68,clear sky
571,Merrill,US,45.1805,-89.6835,59.81,44,0,14.97,clear sky
572,Puro,PH,12.4841,123.3827,80.92,80,24,10.76,few clouds
573,Champerico,GT,14.3,-91.9167,93.74,66,57,10.74,broken clouds
574,Ayagoz,KZ,47.9714,80.4392,39.67,35,12,18.57,few clouds
575,Severomuysk,RU,56.1481,113.4267,20.64,89,100,6.4,overcast clouds
576,Ifanadiana,MG,-21.3,47.6333,67.82,99,67,1.95,light rain
577,Lasa,IT,46.6166,10.7002,53.69,97,100,2.35,overcast clouds
578,New Glasgow,CA,45.5834,-62.6486,44.38,47,38,8.95,scattered clouds
579,Honningsvag,NO,70.9821,25.9704,31.75,86,100,12.66,overcast clouds
580,Bambanglipuro,ID,-7.95,110.2833,77.32,90,100,3.0,overcast clouds
581,Severobaykalsk,RU,55.65,109.3167,29.82,76,97,9.53,overcast clouds
582,Malaya Vishera,RU,58.8454,32.2222,38.32,84,32,9.4,scattered clouds
583,Sri Aman,MY,1.2376,111.4621,75.25,100,100,3.44,heavy intensity rain
584,Coahuayana,MX,18.7333,-103.6833,88.83,46,41,8.23,scattered clouds
585,Bairiki,KI,1.3292,172.9752,80.6,83,40,9.22,scattered clouds
586,Pinawa,CA,50.1489,-95.8811,69.17,41,99,4.56,overcast clouds
587,Goderich,CA,43.7501,-81.7165,64.72,29,17,9.22,few clouds
588,Chemainus,CA,48.9163,-123.7194,51.76,77,75,3.44,broken clouds
589,Bac Lieu,VN,9.285,105.7244,82.0,81,95,14.0,overcast clouds
590,Ihosy,MG,-22.4,46.1167,70.57,66,94,2.24,overcast clouds
591,Uyskoye,RU,54.3775,60.0047,48.13,37,100,4.45,overcast clouds
592,Majene,ID,-3.5403,118.9707,78.67,89,100,3.29,overcast clouds
593,Vredendal,ZA,-31.6683,18.5012,57.31,63,64,6.64,broken clouds
594,Nyzhni Sirohozy,UA,46.8484,34.3804,50.68,55,33,6.51,scattered clouds
595,Rio Gallegos,AR,-51.6226,-69.2181,50.05,40,20,40.29,few clouds
596,Luanda,AO,-8.8368,13.2343,78.8,83,20,11.5,few clouds
597,Sanok,PL,49.5557,22.2056,59.05,100,30,0.58,scattered clouds
598,Waiuku,NZ,-37.25,174.75,58.24,93,100,3.13,overcast clouds
599,Yermakovskoye,RU,53.2831,92.4003,34.25,72,96,3.62,overcast clouds
600,Waipawa,NZ,-41.4122,175.5153,58.5,79,100,12.48,overcast clouds
601,Banavar,IN,13.4136,76.1683,78.64,70,100,6.71,heavy intensity rain
602,Ystad,SE,55.4297,13.8204,47.14,89,31,10.54,scattered clouds
603,Urubicha,BO,-15.3833,-62.95,90.54,33,4,4.56,clear sky
604,Puerto Cabezas,NI,14.0351,-83.3888,87.76,74,40,6.91,scattered clouds
605,Ostroh,UA,50.3294,26.5143,58.35,64,95,4.0,overcast clouds
606,Acevedo,CO,1.8361,-75.855,72.09,87,88,4.36,overcast clouds
607,Mutoko,ZW,-17.397,32.2268,65.34,58,31,3.49,scattered clouds
608,Atbasar,KZ,51.8,68.3333,48.72,38,8,9.28,clear sky
609,Richards Bay,ZA,-28.783,32.0377,65.7,89,99,9.13,light rain
610,Khandagayty,RU,50.7333,92.05,30.83,41,33,10.89,scattered clouds
611,Maceio,BR,-9.6658,-35.7353,81.84,69,75,10.36,broken clouds
612,Sabla,NG,12.7525,4.7077,96.51,26,100,7.2,overcast clouds
613,Fairlie,GB,55.756,-4.8556,59.22,77,100,1.99,overcast clouds
614,Hit,IQ,33.6416,42.8251,72.95,30,5,7.83,clear sky
615,North Bend,US,43.4065,-124.2243,47.07,89,100,17.27,overcast clouds
616,Charters Towers,AU,-20.1,146.2667,67.42,94,100,11.45,overcast clouds
617,Paamiut,GL,61.994,-49.6678,33.39,86,100,17.96,overcast clouds
618,Zunyi,CN,27.6867,106.9072,65.73,94,100,4.5,light rain
619,Mumford,GH,5.2618,-0.759,82.2,82,100,14.09,overcast clouds
620,Tomatlan,MX,19.9333,-105.25,90.21,43,9,12.95,clear sky
621,Belomorsk,RU,64.5232,34.7668,36.32,83,97,4.21,overcast clouds
622,Cetateni,RO,45.2,25.1833,50.14,71,100,4.03,overcast clouds
623,Karagay,RU,58.2667,54.9368,47.25,67,4,6.33,clear sky
624,Phrae,TH,18.0833,100.0,71.64,95,83,0.43,broken clouds
625,Palmares Do Sul,BR,-30.2578,-50.5097,68.59,70,0,10.33,clear sky
626,Zhengjiatun,CN,43.5064,123.5064,50.05,29,0,6.76,clear sky
627,Ketchikan,US,55.3422,-131.6461,54.07,50,0,9.22,clear sky
628,Mananjary,MG,-21.2167,48.3333,74.34,90,29,6.24,scattered clouds
629,Palmas,BR,-10.2128,-48.3603,91.27,43,40,4.61,scattered clouds
630,Eureka,US,40.8021,-124.1637,52.25,58,99,5.99,overcast clouds
631,Guerrero Negro,MX,27.9769,-114.0611,67.28,56,0,17.92,clear sky
632,Murgab,TM,37.4966,61.9714,73.27,53,75,13.8,broken clouds
633,Deniliquin,AU,-35.5333,144.9667,46.04,85,0,3.87,clear sky
634,Pitimbu,BR,-7.4706,-34.8086,82.99,73,96,13.98,overcast clouds
635,Port Shepstone,ZA,-30.7414,30.455,65.59,73,100,8.86,overcast clouds
636,Tracy,US,37.7397,-121.4252,62.71,47,10,15.01,clear sky
637,Batsfjord,NO,70.6345,29.7185,29.98,74,0,10.36,clear sky
638,Taclobo,PH,12.3074,122.586,82.29,78,29,13.15,scattered clouds
639,Sungaipenuh,ID,-2.0833,101.3833,65.91,91,100,0.98,overcast clouds
640,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,87.4,61,35,2.82,scattered clouds
641,Tiznit,MA,29.5833,-9.5,84.0,16,9,4.38,clear sky
642,Marshfield,US,44.6689,-90.1718,58.08,62,100,13.29,overcast clouds
643,Villanueva De La Serena,ES,38.9766,-5.7974,75.33,29,96,2.57,overcast clouds
644,Elliot,ZA,-31.3333,27.85,47.19,95,88,1.74,overcast clouds
645,Harer,ET,9.3094,42.1258,65.79,45,54,6.22,broken clouds
646,Saint-Louis,SN,16.3333,-15.0,105.44,10,15,8.88,few clouds
647,Tandur,IN,17.2333,77.5833,89.22,34,100,4.12,overcast clouds
648,Ambovombe,MG,-25.1667,46.0833,71.55,87,59,1.16,broken clouds
649,Pogar,RU,52.554,33.2591,53.33,86,100,5.06,overcast clouds
650,Moree,AU,-29.4667,149.85,44.62,76,0,4.61,clear sky
651,Cayeli,TR,41.0923,40.7292,52.52,87,98,0.63,overcast clouds
652,Khani,GE,41.9563,42.9566,42.37,99,100,1.63,overcast clouds
653,Kamenka,RU,51.3223,42.7678,49.51,48,0,1.52,clear sky
654,Port Hawkesbury,CA,45.6169,-61.3485,52.92,58,0,17.27,clear sky
655,Nantucket,US,41.2835,-70.0995,53.74,50,20,28.77,few clouds
656,Asyut,EG,27.181,31.1837,87.98,13,100,4.21,overcast clouds
657,Belaya Gora,RU,68.5333,146.4167,16.21,94,98,5.17,overcast clouds
658,Huarmey,PE,-10.0681,-78.1522,71.28,74,100,13.06,overcast clouds
659,Fare,PF,-16.7,-151.0167,81.66,76,12,11.41,few clouds
660,Shieli,KZ,44.1667,66.75,79.75,29,98,19.77,overcast clouds
661,Cristobal Obregon,MX,16.35,-93.5333,93.79,37,30,6.62,scattered clouds
662,Bandarbeyla,SO,9.4942,50.8122,83.12,84,29,8.39,scattered clouds
663,Macheng,CN,31.1783,115.0319,63.09,89,10,7.99,clear sky
664,Balkhash,KZ,46.844,74.9804,53.69,30,47,24.94,scattered clouds
665,Chicama,PE,-7.8447,-79.1469,63.14,68,100,11.72,overcast clouds
666,Moranbah,AU,-22.0016,148.0466,64.96,95,100,8.12,overcast clouds
667,Tampakan,PH,6.4442,124.9264,76.77,95,100,1.63,overcast clouds
668,Prince Rupert,CA,54.3161,-130.3201,50.09,74,20,13.8,few clouds
669,Kassala,SD,15.451,36.4,93.22,20,1,13.15,clear sky
670,Ambanja,MG,-13.6833,48.45,74.73,91,44,2.98,scattered clouds
671,Imbituba,BR,-28.24,-48.6703,73.85,66,0,11.34,clear sky
672,Gagino,RU,55.2314,45.0339,48.0,66,43,8.25,scattered clouds
673,Santa Comba,ES,43.0331,-8.8093,68.09,61,100,3.0,overcast clouds
674,Wattegama,LK,6.7989,81.4808,77.59,87,100,4.83,moderate rain
675,Vangaindrano,MG,-23.35,47.6,73.44,94,84,6.13,broken clouds
676,Senneterre,CA,48.3835,-77.2328,65.39,23,10,7.49,clear sky
677,Cape Coast,GH,5.1053,-1.2466,82.31,81,100,14.09,overcast clouds
678,Iquique,CL,-20.2208,-70.1431,68.04,72,4,9.17,clear sky
679,Horsham,GB,51.064,-0.3272,58.71,63,0,10.36,clear sky
680,Jalu,LY,29.0331,21.5482,76.98,28,0,15.77,clear sky
681,Katunino,RU,64.3862,40.6298,34.9,94,35,3.76,scattered clouds
682,Havelock,US,34.8791,-76.9013,55.94,92,100,16.11,drizzle
683,Mandalgovi,MN,45.7625,106.2708,62.96,24,100,25.14,overcast clouds
684,Antofagasta,CL,-23.65,-70.4,65.48,69,0,6.02,clear sky
685,Mareeba,AU,-17.0,145.4333,71.44,93,73,6.91,broken clouds
686,Chimbote,PE,-9.0853,-78.5783,68.52,80,100,11.45,overcast clouds
687,Gat,IL,31.61,34.7642,68.4,50,0,7.38,clear sky
688,Surt,LY,31.2089,16.5887,65.98,74,0,13.13,clear sky
689,High Level,CA,58.5169,-117.136,35.71,93,100,13.8,light snow
690,Elizabeth City,US,36.2946,-76.2511,55.42,88,100,28.77,mist
691,Manicore,BR,-5.8092,-61.3003,88.02,59,33,3.0,scattered clouds
692,Mangla,PK,31.8931,72.3817,92.34,14,0,6.82,clear sky
693,Morbegno,IT,46.1383,9.57,62.08,93,63,4.29,broken clouds
694,Dumai,ID,1.6833,101.45,76.23,97,99,2.98,overcast clouds
