City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
665,Chicama,PE,63.14,overcast clouds,-7.8447,-79.1469,Balihai Bungalows
666,Moranbah,AU,64.96,overcast clouds,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
667,Tampakan,PH,76.77,overcast clouds,6.4442,124.9264,AJ Hotel
668,Prince Rupert,CA,50.09,few clouds,54.3161,-130.3201,Crest Hotel
669,Kassala,SD,93.22,clear sky,15.451,36.4,Amassi Hotel Gash
670,Ambanja,MG,74.73,scattered clouds,-13.6833,48.45,Hotel Salama and Fast Food
671,Imbituba,BR,73.85,clear sky,-28.24,-48.6703,Praia Hotel Imbituba
672,Gagino,RU,48.0,scattered clouds,55.2314,45.0339,Mini-Otel'
673,Santa Comba,ES,68.09,overcast clouds,43.0331,-8.8093,Hotel Xallas
674,Wattegama,LK,77.59,moderate rain,6.7989,81.4808,
675,Vangaindrano,MG,73.44,broken clouds,-23.35,47.6,Hotel Fanilo
676,Senneterre,CA,65.39,clear sky,48.3835,-77.2328,Motel Senabi
677,Cape Coast,GH,82.31,overcast clouds,5.1053,-1.2466,Samrit Hotel
678,Iquique,CL,68.04,clear sky,-20.2208,-70.1431,Backpacker`s Hostel Iquique
679,Horsham,GB,58.71,clear sky,51.064,-0.3272,Springfields Hotel
680,Jalu,LY,76.98,clear sky,29.0331,21.5482,صاحبة الفخامة
681,Katunino,RU,34.9,scattered clouds,64.3862,40.6298,pine Borok
682,Havelock,US,55.94,drizzle,34.8791,-76.9013,Sherwood Motel
683,Mandalgovi,MN,62.96,overcast clouds,45.7625,106.2708,В.Ганбат
684,Antofagasta,CL,65.48,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
685,Mareeba,AU,71.44,broken clouds,-17.0,145.4333,Trinity Plains Tourist Park
686,Chimbote,PE,68.52,overcast clouds,-9.0853,-78.5783,Hotel Briliá
687,Gat,IL,68.4,clear sky,31.61,34.7642,OlusHome
688,Surt,LY,65.98,clear sky,31.2089,16.5887,الهادي ابوشعاله سرت
689,High Level,CA,35.71,light snow,58.5169,-117.136,Days Inn by Wyndham High Level
690,Elizabeth City,US,55.42,mist,36.2946,-76.2511,Hampton Inn Elizabeth City
691,Manicore,BR,88.02,scattered clouds,-5.8092,-61.3003,Hotel Durval
692,Mangla,PK,92.34,clear sky,31.8931,72.3817,Rana Tariq Aziz House
693,Morbegno,IT,62.08,broken clouds,46.1383,9.57,Le Cantine Del Vecchio Borgo
694,Dumai,ID,76.23,overcast clouds,1.6833,101.45,Grand Zuri Dumai
695,Makaryev,RU,53.19,overcast clouds,57.8797,43.8069,Postoyalyy Dvor
696,Catuday,PH,81.28,few clouds,16.2923,119.8062,Benjie's Kubo & Cottages
697,Kiunga,PG,75.54,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
698,Vanderhoof,CA,42.37,overcast clouds,54.0166,-124.0198,Vanderhoof Inn
699,Kuching,MY,77.22,light rain,1.55,110.3333,Hilton Kuching
700,Quarai,BR,71.37,overcast clouds,-30.3875,-56.4514,Hotel Casino San Eugenio del Cuareim
701,Sandpoint,US,47.79,broken clouds,48.2766,-116.5533,Hotel Ruby Sandpoint/Ponderay
702,Karpathos,GR,64.36,overcast clouds,35.507,27.2132,Alex
703,Deer Lake,CA,48.06,scattered clouds,49.1667,-57.4316,"Holiday Inn Express Deer Lake, an IHG Hotel"
704,Veraval,IN,82.09,clear sky,20.9,70.3667,Lords Inn Somnath
705,Berdigestyakh,RU,32.29,overcast clouds,62.0989,126.6992,
707,Quatre Cocos,MU,75.31,scattered clouds,-20.2078,57.7625,Sunrise Attitude Hotel
708,Platanos,GR,63.57,few clouds,37.6667,21.6167,Hotel Kronio
709,Noumea,NC,73.99,overcast clouds,-22.2763,166.4572,Hôtel Le Lagon
710,Palora,EC,75.31,overcast clouds,-1.7,-77.9333,Rancho grande
711,Tecoanapa,MX,86.34,overcast clouds,16.5167,-98.75,Hotel Manglares
712,Poum,NC,75.79,overcast clouds,-20.2333,164.0167,
713,Wasilla,US,52.07,overcast clouds,61.5814,-149.4394,Alaska's Select Inn Wasilla
714,Shakiso,ET,59.07,scattered clouds,5.75,38.9167,Bealu Girma Hottel
715,Palmer,US,61.5,broken clouds,42.1584,-72.3287,Wedgewood Motel
716,Labuhan,ID,79.03,overcast clouds,-6.8844,112.2051,DoubleFAG
717,Avera,US,71.11,overcast clouds,33.194,-82.5271,
718,Tymovskoye,RU,31.24,light snow,50.8456,142.655,"Gostinitsa ""Domashnyaya"""
719,Alma,CA,63.1,clear sky,48.5501,-71.6491,Hotel Universel
720,Zagora,MA,86.81,overcast clouds,30.3484,-5.8365,Prends Ton Temps
721,Iguguno,TZ,66.72,overcast clouds,-4.5697,34.6275,
722,Vestmanna,FO,47.32,light rain,62.1564,-7.1664,Vestmanna Camping
723,Peace River,CA,34.11,shower snow,56.2501,-117.286,BCMInns - Peace River
724,Hambantota,LK,82.22,overcast clouds,6.1241,81.1185,Bungalow 63
725,Batangafo,CF,79.9,broken clouds,7.3008,18.2833,OCHA Office
726,Carutapera,BR,75.85,overcast clouds,-1.195,-46.02,Lidera
727,Tierra Colorada,MX,84.76,scattered clouds,17.1667,-99.5833,motel
728,Sept-Iles,CA,49.05,few clouds,50.2001,-66.3821,Comfort Inn
729,Wegorzewo,PL,45.61,overcast clouds,54.2157,21.7372,Gościniec przy Kei
730,Tuy Hoa,VN,76.24,broken clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
731,Sampues,CO,90.3,broken clouds,9.1836,-75.3817,Blanco Y Negro
732,Simao,CN,62.29,scattered clouds,22.7886,100.9748,Changyu Hotel
733,Sam Roi Yot,TH,81.97,moderate rain,12.2708,99.872,SeaBreezeResort Samroiyot
734,Isla Mujeres,MX,89.65,clear sky,21.2311,-86.731,Hotel La Joya Isla Mujeres
735,Chernushka,RU,47.95,clear sky,56.5072,56.0766,Гостиница на Ленина
736,Scarborough,GB,51.37,scattered clouds,54.2797,-0.4044,The Grand Hotel Scarborough
737,Porto Walter,BR,83.7,overcast clouds,-8.2686,-72.7439,Secretaria de saúde
738,Las Palmas,ES,68.79,clear sky,28.4204,-14.0131,Casillas De Morales 59.
739,Tamiahua,MX,93.69,clear sky,21.2667,-97.45,Mission Of The Sun Hotel
740,San Carlos De Bariloche,AR,55.15,few clouds,-41.1456,-71.3082,Hotel Patagonia
741,Karangsembung,ID,79.32,overcast clouds,-6.8487,108.6422,nida nur arofah
742,Sovetskiy,RU,47.55,few clouds,61.3614,63.5842,Apartment on Kievskaya 29
743,Okha,RU,31.3,snow,53.5739,142.9478,Sakhalin-Sfera
744,Cradock,ZA,50.74,overcast clouds,-32.1642,25.6192,Die Hoekhuis
745,Flensburg,DE,53.91,broken clouds,54.7833,9.4333,Hotel am Fjord
746,Kabinda,CD,75.69,overcast clouds,-6.1333,24.4833,Village Mianda Mutole
747,Sumenep,ID,79.34,heavy intensity rain,-7.0167,113.8667,OYO 3271 Homestay Pandian
748,Kungurtug,RU,27.05,light snow,50.5994,97.5228,
749,Kitimat,CA,52.18,overcast clouds,54.0524,-128.6534,Kingfish Westcoast Adventures Ltd. Kitimat Estuary Lodge B&B
750,Necocli,CO,86.49,scattered clouds,8.4234,-76.786,Hotel Boutique El Turista
751,Gempol,ID,75.6,overcast clouds,-7.1827,111.6137,Tjiplex Warehouse
752,Valparaiso,CL,61.03,overcast clouds,-33.0393,-71.6273,Hotel Ultramar
753,Eirunepe,BR,82.49,broken clouds,-6.6603,-69.8736,Atrás de você
754,Doha,QA,85.98,clear sky,25.2867,51.5333,Movenpick Hotel Doha
755,Vardo,NO,28.38,clear sky,70.3705,31.1107,Vardø Hotel AS
756,Toucheng,TW,78.12,overcast clouds,24.8592,121.8233,和風時尚VILLA會館
757,Diego De Almagro,CL,67.55,clear sky,-26.3667,-70.05,hotel luna del desierto
758,Aginskoye,RU,56.14,overcast clouds,51.1,114.53,Кочевник
759,Dedza,MW,57.83,few clouds,-14.3779,34.3332,Kapeleta Dedza Estates
760,Palauig,PH,82.04,scattered clouds,15.435,119.9045,Alperi Botique Resort
761,Bronnoysund,NO,41.0,light rain,65.4625,12.1997,Corner Hotel
762,Arkhangelskoye,RU,42.87,overcast clouds,55.8549,35.3287,
763,Aljezur,PT,65.52,clear sky,37.3191,-8.8033,Amazigh Hostel
764,Severnoye,RU,40.59,broken clouds,56.3491,78.3619,Gostinitsa Severyanka
765,San Juan,AR,75.25,overcast clouds,-31.5375,-68.5364,Hotel Provincial
766,Rudsar,IR,58.98,light rain,37.1376,50.288,Hotel Bahar
767,Kushmurun,KZ,51.69,few clouds,52.4503,64.6311,Gostinitsa Pri Depo
768,Plouzane,FR,60.85,clear sky,48.3833,-4.6167,Lymina
769,Vytegra,RU,34.34,light snow,61.0064,36.4481,Wardenclyffe Volgo&Balt
771,Cabrero,CL,55.35,broken clouds,-37.0333,-72.4,Hotel San Martin
772,Vigrestad,NO,47.97,overcast clouds,58.5667,5.7,Brusand Camping
773,Tilichiki,RU,26.19,overcast clouds,60.4667,166.1,
774,Padang,ID,78.67,overcast clouds,-0.9492,100.3543,Mercure Padang
775,Muheza,TZ,72.86,overcast clouds,-5.1667,38.7833,Jembe Lodge
776,Garowe,SO,88.21,overcast clouds,8.4054,48.4845,Curubo Hotel
777,Beloha,MG,70.63,few clouds,-25.1667,45.05,
778,Balakhta,RU,31.6,overcast clouds,55.38,91.6,Bereg
779,Benguela,AO,75.54,clear sky,-12.5763,13.4055,Hotel Praia Morena
780,Lander,US,52.2,broken clouds,42.833,-108.7307,"Holiday Inn Express & Suites Lander, an IHG Hotel"
781,Tahe,CN,44.69,overcast clouds,52.3333,124.7333,塔河宾馆
782,Svetlogorsk,BY,51.69,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
783,Oriximina,BR,80.73,broken clouds,-1.7656,-55.8661,Pousada Tia Amélia
784,Khor,RU,39.18,scattered clouds,47.8861,134.9464,Gostinitsa Deksi
785,Nizhniy Baskunchak,RU,50.59,overcast clouds,48.2198,46.8311,Arman hotel
786,Kostelec Nad Labem,CZ,62.51,clear sky,50.2265,14.5855,Apartmán na farmě
787,Vallenar,CL,66.65,overcast clouds,-28.5708,-70.7581,Humacao Bed & Breakfast
788,Pacific Grove,US,62.55,scattered clouds,36.6177,-121.9166,Lovers Point Inn
789,Scottsbluff,US,69.78,overcast clouds,41.8666,-103.6672,Hampton Inn & Suites Scottsbluff-Conference Center
790,Alness,GB,62.37,overcast clouds,57.696,-4.2551,Kincraig Castle Hotel
791,Hohhot,CN,48.49,clear sky,40.8106,111.6522,Sheraton Hohhot Hotel
792,Yanam,IN,80.94,broken clouds,16.7333,82.2167,The Regency Hotel
793,Anchorage,US,51.93,clear sky,61.2181,-149.9003,Hotel Captain Cook
794,Adrar,MR,94.19,overcast clouds,20.5022,-10.0711,
795,Houma,US,90.0,scattered clouds,29.5958,-90.7195,Courtyard by Marriott Houma
796,Azare,NG,94.14,few clouds,11.6765,10.1948,Mallam Ayuba Compound
797,Laguna,US,64.36,few clouds,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
798,Jacmel,HT,87.64,clear sky,18.2342,-72.5347,Historic Hotel Florita
799,Hihya,EG,67.96,clear sky,30.6713,31.588,مضيفة المركز
800,Luanshya,ZM,66.42,broken clouds,-13.1367,28.4166,CHOLWA GUEST HOUSE
801,Lensk,RU,31.21,scattered clouds,60.7253,114.9278,ТинОрС
802,Govardhan,IN,88.3,clear sky,27.5,77.4667,Gaurav Hotel
803,Iquitos,PE,87.84,broken clouds,-3.7481,-73.2472,Cortez Malaga Techy Caroly
804,Nawabshah,PK,85.96,clear sky,26.2483,68.4096,Al karim hotel
805,Likasi,CD,62.67,clear sky,-10.9814,26.7333,TABERNACLE DE LIKASI
806,Rawson,AR,65.41,broken clouds,-43.3002,-65.1023,Hosteria Sampedro
807,Durban,ZA,66.02,overcast clouds,-29.8579,31.0292,Hilton Durban
808,Alexandria,EG,71.56,clear sky,31.2156,29.9553,Royal Crown Hotel
809,Mancora,PE,83.53,scattered clouds,-4.1078,-81.0475,Máncora Marina Hotel
810,Iskateley,RU,30.67,overcast clouds,67.6803,53.1512,Hostel Agat
811,Biloela,AU,66.79,overcast clouds,-24.4167,150.5,Silo Motor Inn Biloela
812,Oranjestad,AW,85.95,broken clouds,12.524,-70.027,Divi Village Golf & Beach Resort
813,Maumere,ID,80.58,broken clouds,-8.6199,122.2111,Sylvia Hotel
814,Yerbogachen,RU,27.84,light snow,61.2767,108.0108,
815,Bafoulabe,ML,99.81,broken clouds,13.8065,-10.8321,Logement du Chargé SIS Abdoul Karim Konaté
816,Ha Tinh,VN,74.08,broken clouds,18.3333,105.9,Phú Quý
817,Bukama,CD,71.47,broken clouds,-9.2,25.85,
818,Arlit,NE,94.21,overcast clouds,18.7369,7.3853,Case de Passage De la Prefecture
819,Marzuq,YE,76.69,overcast clouds,14.4,46.4667,
820,Niquero,CU,84.56,clear sky,20.0431,-77.5828,Islazul Niquero
821,Gizo,SB,82.4,overcast clouds,-8.103,156.8419,Imagination Island
822,Itaituba,BR,86.16,broken clouds,-4.2761,-55.9836,Hotel Campos
823,Menongue,AO,67.37,broken clouds,-14.6585,17.691,Ritz Lauca
824,Rybnaya Sloboda,RU,47.71,clear sky,55.4613,50.1409,Гостиница Аяз
825,Havre-Saint-Pierre,CA,46.76,few clouds,50.2334,-63.5986,Auberge Niapiskau
826,Teya,RU,22.55,light snow,60.3778,92.6267,
827,Joetsu,JP,50.14,overcast clouds,37.1483,138.2364,Joetsu Sun Plaza Hotel
829,Nagua,DO,89.91,scattered clouds,19.3832,-69.8474,Hotel Cambri
830,Shaunavon,CA,53.38,overcast clouds,49.6501,-108.4181,Bear's Den Lodge
831,Tecpan,GT,75.88,scattered clouds,14.7623,-90.9947,Villa San Ricardo
832,Williston,US,63.03,overcast clouds,48.147,-103.618,Hampton Inn & Suites Williston
833,Salalah,OM,84.29,scattered clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
834,Porbandar,IN,81.79,clear sky,21.6422,69.6093,Lords Inn Porbandar
835,Mujiayingzi,CN,45.03,clear sky,42.1167,118.7833,Jinjiang Hotel
836,Soc Trang,VN,79.63,overcast clouds,9.6033,105.98,Phu Quy Hotel
837,Half Moon Bay,US,60.78,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
838,Singaraja,ID,80.44,overcast clouds,-8.112,115.0882,Puri Bagus Lovina Resort
839,Hervey Bay,AU,71.37,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
840,Great Yarmouth,GB,52.41,scattered clouds,52.6083,1.7305,Comfort Hotel Great Yarmouth
841,Makakilo City,US,79.12,broken clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
842,Alice Springs,AU,42.35,overcast clouds,-23.7,133.8833,Desert Palms Alice Springs
843,Boysun,UZ,73.36,overcast clouds,38.2061,67.1986,Gaza Hotel
844,Anloga,GH,83.35,scattered clouds,5.7947,0.8973,Pin Drop Hotel
845,Coihaique,CL,51.75,scattered clouds,-45.5752,-72.0662,Diego De Almagro Coyhaique
846,Maanshan,CN,60.85,few clouds,31.6957,118.4983,天目湖酒店
847,Salym,RU,41.9,scattered clouds,60.0625,71.4789,Gostinitsa Salym
848,Trowbridge,GB,62.44,overcast clouds,51.3189,-2.2086,Lion & Fiddle Hotel
849,Belmonte,BR,75.92,overcast clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
850,Dandong,CN,43.52,clear sky,40.1292,124.3947,Yiranju Farmstay
851,Chauny,FR,53.58,clear sky,49.6151,3.2186,Auberge De Villequier
853,Kotri,PK,81.9,clear sky,25.366,68.3122,Drivers Running Room
854,Mayumba,GA,77.29,light rain,-3.432,10.6554,LIKWALE LODGE
855,Semnan,IR,64.24,clear sky,35.5729,53.3971,Semnan Tourist Hotel
856,Shitanjing,CN,48.43,clear sky,39.2342,106.3439,Yingbin Hotel
857,Sioux Lookout,CA,44.67,moderate rain,50.1001,-91.917,Knobby's Fly-In Camps
858,Yamandu,SL,76.57,overcast clouds,7.9362,-11.4928,
859,Denpasar,ID,79.97,scattered clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
860,Camabatela,AO,66.24,scattered clouds,-8.1881,15.375,Comércio e Prestação de Serviços
861,Dobryanka,RU,48.88,overcast clouds,58.4619,56.4165,Apartment on Zhukovskogo 19
862,Arcangel,PH,77.92,overcast clouds,11.5395,122.3455,Ridgeview Sibalew
863,Stornoway,GB,55.92,overcast clouds,58.2093,-6.3865,Caladh Inn
864,Christiana,ZA,54.86,clear sky,-27.914,25.1611,At-Neli Guesthouse
865,Innisfail,AU,74.21,light rain,-17.5333,146.0333,Moondarra Motel
866,Port Keats,AU,71.89,clear sky,-14.25,129.55,TDC Village (Hundred Man Camp)
867,Novoplatnirovskaya,RU,50.14,overcast clouds,46.1065,39.4191,
868,Pervomayskoye,RU,49.62,light rain,43.919,46.7102,
869,Wenling,CN,62.17,broken clouds,28.3669,121.36,Hanting Express Wenling Wanchang North Road
870,Kwinana,AU,56.8,clear sky,-32.25,115.7667,Rockingham Apartments
871,Porto Belo,BR,73.35,scattered clouds,-27.1578,-48.5531,Costa Verde Beach Hotel
873,Krasnoye,UA,58.06,overcast clouds,49.9145,24.6134,Feniks
874,Brae,GB,48.06,overcast clouds,60.3964,-1.353,Busta House Hotel
875,Tigil,RU,36.23,overcast clouds,57.8,158.6667,Tigil'
876,Dunedin,NZ,50.81,overcast clouds,-45.8742,170.5036,Scenic Hotel Southern Cross
877,Huambo,AO,59.13,clear sky,-12.7761,15.7392,SiSHotel
878,Saint-Michel-Des-Saints,CA,59.94,clear sky,46.6834,-73.9159,Motel Du Mont trinity
879,Liwale,TZ,73.9,overcast clouds,-9.7667,37.9333,Nakivubo Executive Lodge
880,Ambatofinandrahana,MG,58.77,clear sky,-20.55,46.8,commune ambatofinandrahana
881,Zhangzhou,CN,69.73,moderate rain,24.5133,117.6556,Crowne Plaza Zhangzhou
882,Ribeira Brava,PT,66.7,scattered clouds,32.65,-17.0667,Hotel do Campo
883,Aktau,KZ,55.98,overcast clouds,43.65,51.2,Silk Way Hotel
884,Lata,PT,61.18,clear sky,40.1629,-8.3327,Casa Maquia
885,Los Algarrobos,PA,86.41,few clouds,8.5,-82.4333,Waterfall Hostel
886,Girvan,GB,59.0,overcast clouds,55.2426,-4.8555,The Royal Hotel
887,Ternate,ID,81.61,overcast clouds,0.8,127.4,Sahid Bela Ternate Hotel
888,Katherine,AU,66.52,clear sky,-14.4667,132.2667,Pine Tree Motel
889,Doctor Juan Leon Mallorquin,PY,73.13,clear sky,-25.4,-55.2667,Hotel Puma S.A.
890,Jieshi,CN,76.95,overcast clouds,22.8134,115.8257,Yuehai Hotel
891,Aasiaat,GL,28.0,clear sky,68.7098,-52.8699,Hotel Aasiaat Sømandshjem
892,Wajir,KE,80.69,light rain,1.7471,40.0573,Al-bustan Hotel And Restaurant.
893,San Jose,US,61.48,broken clouds,37.3394,-121.895,The Westin San Jose
894,Ornskoldsvik,SE,41.95,overcast clouds,63.2909,18.7153,ファーストホテル スタット
895,Cabra,ES,70.25,overcast clouds,37.4725,-4.4421,MS Fuente Las Piedras
896,Male,MV,85.95,broken clouds,4.1748,73.5089,Hotel Octave Maldives
897,Burnie,AU,46.76,scattered clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
898,Naze,JP,68.92,overcast clouds,28.3667,129.4833,Shishime Hotel
899,Parrita,CR,84.36,scattered clouds,9.5201,-84.3225,Beso del Viento
900,Cairo Montenotte,IT,59.56,overcast clouds,44.4031,8.2746,Albergo della Stazione
901,Ngunguru,NZ,59.09,light rain,-35.6167,174.5,Pacific Rendezvous Motel Resort
902,Ukiah,US,54.84,scattered clouds,39.1502,-123.2078,Hampton Inn Ukiah
903,Ouro Preto Do Oeste,BR,84.24,few clouds,-10.7481,-62.2158,Graúna Resort Hotel
904,Road Town,VG,82.44,broken clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
905,Andenes,NO,35.58,light rain,69.3143,16.1194,Hotell Marena
906,Khatra,IN,80.51,clear sky,22.9833,86.85,Aranyak Resort Mukutmanipur
907,Tenenkou,ML,99.61,scattered clouds,14.4572,-4.9169,
908,Coxim,BR,88.95,clear sky,-18.5067,-54.76,Hotel Avenida
909,Yenagoa,NG,78.19,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
910,Nizhniy Odes,RU,46.87,scattered clouds,63.6445,54.856,Gostinitsa Uyut
911,Shingu,JP,57.92,overcast clouds,33.7333,135.9833,Shingu UI Hotel
912,Villeneuve-Sur-Lot,FR,68.05,broken clouds,44.5,0.6667,Le Domaine De Beunes
913,Phalaborwa,ZA,70.88,overcast clouds,-23.943,31.1411,Bothabelo Bed and Breakfast
914,Nuuk,GL,34.41,few clouds,64.1835,-51.7216,Vandrehuset
915,Rosignano Marittimo,IT,62.73,broken clouds,43.4079,10.4729,Hotel Elba
916,Kushiro,JP,41.02,clear sky,42.975,144.3747,Toyoko Inn Kushiro Jujigai
917,Kalianget,ID,81.28,heavy intensity rain,-7.05,113.9333,Pesanggrahan Garam
918,Lamu,KE,79.02,light rain,-2.2717,40.902,Lamu House
919,Fuyang,CN,61.63,overcast clouds,32.9,115.8167,Fuyang Wanda Realm Hotel
920,Lucapa,AO,71.71,scattered clouds,-8.4192,20.7447,Residência Ulisses Dos Santos
922,Penzance,GB,52.48,overcast clouds,50.1186,-5.5371,Artist Residence Penzance
923,Peniche,PT,60.93,clear sky,39.3558,-9.3811,Hotel Star inn Peniche
924,Shelburne,CA,61.12,clear sky,44.0787,-80.2041,The Retreat at the Farm
925,Novooleksiyivka,UA,51.87,clear sky,46.2269,34.6428,Комнаты отдыха
926,Saint-Leu,RE,74.23,clear sky,-21.15,55.2833,La Caz Oceane
927,Blind River,CA,60.91,scattered clouds,46.1834,-82.9582,Auberge Eldo Inn
928,Marienburg,PL,48.11,scattered clouds,54.0359,19.0266,Hotel Centrum Malbork
929,Timra,SE,44.28,clear sky,62.487,17.3257,Bergefors park
930,Tazovskiy,RU,31.93,overcast clouds,67.4667,78.7,TazHostel
931,Bara,NG,91.78,broken clouds,10.3744,10.7288,
932,Hazorasp,UZ,69.64,light rain,41.3194,61.0742,Kemping wifi hotel
933,Killorglin,IE,55.53,overcast clouds,52.1,-9.7833,Reeks Lodge
934,Mandera,KE,85.33,scattered clouds,3.9366,41.867,Red Sea Resort & Suites Mandera County
935,Amga,RU,38.05,light rain,60.8953,131.9608,Algys
936,Isfara,TJ,76.6,clear sky,40.1265,70.6253,Kottedzh
937,Ucluelet,CA,50.31,broken clouds,48.9329,-125.5528,Black Rock Oceanfront Resort
938,Teguldet,RU,27.32,clear sky,57.3064,88.1667,
939,Lukashin,AM,54.52,scattered clouds,40.1758,44.0186,Hotel Baqos
940,Morros,BR,84.38,clear sky,-9.4467,-46.3003,
941,Victor Harbor,AU,49.68,scattered clouds,-35.5667,138.6167,McCracken Country Club
942,Udalguri,IN,75.43,clear sky,26.7667,92.1333,TREBLA
943,Coro,VE,85.96,overcast clouds,11.4045,-69.6734,Federal
944,Churapcha,RU,36.84,light rain,62.0025,132.4325,"""Tusku"""
945,Barcelos,PT,70.68,few clouds,41.5388,-8.6151,Hotel Restaurante Bagoeira
946,Caohai,CN,54.91,light rain,26.8661,104.2841,Jinhua Hotel
947,Tallahassee,US,86.68,few clouds,30.4383,-84.2807,Four Points by Sheraton Tallahassee Downtown
948,Ekibastuz,KZ,49.15,clear sky,51.6667,75.3667,
949,San Carlos,VE,86.18,light rain,9.6612,-68.5827,Hotel Paternopoli
950,Kosa,RU,45.1,clear sky,59.9445,54.9977,Gostinitsa V Kose
951,Bacolod,PH,79.29,overcast clouds,10.6667,122.95,Planta Hotel & Residences
952,Klembivka,UA,54.52,broken clouds,48.3904,28.4109,
953,Hamilton,US,71.2,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
954,Montepuez,MZ,65.5,scattered clouds,-13.1256,38.9997,PembaAparthotel
955,Winnemucca,US,46.45,broken clouds,40.973,-117.7357,Winners Inn Casino
956,Talcahuano,CL,55.08,overcast clouds,-36.7167,-73.1167,departamento comodo
957,Katrineholm,SE,46.29,few clouds,58.9959,16.2072,Hotel Gillet
958,Rakitovo,BG,45.72,overcast clouds,41.9833,24.0833,Rakita Lodge
959,Ojinaga,MX,99.57,clear sky,29.5667,-104.4167,Suites Las Palmas
960,San Ramon,US,60.75,broken clouds,37.7799,-121.978,San Ramon Marriott
961,Erzin,TR,59.41,clear sky,36.9559,36.2,Artemis Otel
962,Ferkessedougou,CI,88.57,few clouds,9.6,-5.2,Hotel Chateau
963,Mahibadhoo,MV,84.45,overcast clouds,3.7833,72.9667,Omadhoo Inn
964,Artyom,AZ,55.54,overcast clouds,40.4723,50.333,Pir hos
965,Harper,LR,79.48,overcast clouds,4.375,-7.7169,Screensaver
966,Xinxiang,CN,49.95,overcast clouds,35.3089,113.8672,Guoyu Holiday Inn
967,Bairnsdale,AU,46.72,few clouds,-37.8333,147.6167,Town Central Motel
969,Strathpeffer,GB,58.23,overcast clouds,57.588,-4.5382,Highland Hotel
970,Winslow,US,78.98,clear sky,35.0242,-110.6974,Best Western Plus Winslow Inn
971,Flin Flon,CA,55.24,broken clouds,54.7682,-101.865,Victoria Inn Flin Flon
972,Luganville,VU,77.99,overcast clouds,-15.5333,167.1667,The Espiritu Hotel
973,Camargo,MX,94.66,clear sky,27.6667,-105.1667,Hotel Santa Fe
974,Nador,MA,70.05,clear sky,35.174,-2.9287,Hôtel La Giralda
975,Omachi,JP,44.74,broken clouds,36.5,137.8667,Ochicochi Village
976,Abu Kamal,SY,70.83,clear sky,34.4506,40.9171,البوكمال
977,Byron Bay,AU,66.09,moderate rain,-28.65,153.6167,Backpackers Inn
978,Port Moresby,PG,76.42,scattered clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
979,Maningrida,AU,73.24,clear sky,-12.0667,134.2667,Dhukurrdji Lodge
980,Raga,SS,80.1,overcast clouds,8.4596,25.678,
981,Kalabo,ZM,72.48,overcast clouds,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
982,Abnub,EG,88.02,overcast clouds,27.2696,31.1511,مضيفت اولاد احمد ابو حسين
983,Portel,BR,79.12,overcast clouds,-1.9356,-50.8211,Kitnet do Marcos
984,Przeworsk,PL,60.64,broken clouds,50.0591,22.4941,Restauracja U Teresy Catering Imprezy okolicznościowe Hotel Noclegi
985,Erenhot,CN,53.31,clear sky,43.6475,111.9767,Erenhot Rurouni Youth Hostel
986,Kudahuvadhoo,MV,84.29,moderate rain,2.6708,72.8944,Niyama Private Islands Maldives
987,Llanes,ES,59.68,clear sky,43.4198,-4.7549,Hotel La Paz
988,Lapa,BR,63.37,clear sky,-25.7697,-49.7158,Pousada Solar da Lapa
989,Sibu,MY,75.51,scattered clouds,2.3,111.8167,RH HOTEL (4 Star)
990,Seoul,KR,53.04,clear sky,37.5683,126.9778,롯데호텔 서울
991,Gamboma,CG,75.33,light rain,-1.8764,15.8644,Residence N'Keni
992,Fort Dodge,US,55.53,overcast clouds,42.4975,-94.168,"Country Inn & Suites by Radisson, Fort Dodge, IA"
993,Volga,RU,41.86,overcast clouds,57.9516,38.3879,
994,Atambua,ID,73.06,scattered clouds,-9.1061,124.8925,Kost Alfa Flat
995,Tobermory,CA,45.36,clear sky,45.2501,-81.6665,Escarpment Heights Motel
996,Eyl,SO,83.57,scattered clouds,7.9803,49.8164,Amiin Hotel
997,Corinto,GR,63.41,overcast clouds,37.9407,22.9573,Ephira Hotel
